id,model_name,type,color,price,price_range,brand,version,name,engine_capacity,engine_type,transmission_type,features,image_url,source_url,source_pid,source_SkuId,source_name,status,create_at,source_id
45,,XE TAY GA,Đỏ Đen,"77,500,000₫",N/A,HONDA,,SH 125,,,,,https://product.hstatic.net/200000281285/product/sh125i-do-thethao_099b98c5bdae43609b23fa36841d2665_master.jpg,https://hoangcau.com/products/sh-125,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
46,,XE CÔN TAY,N/A,"127,000,000₫",N/A,YAMAHA,,MT - 03,,,,,https://product.hstatic.net/200000281285/product/2021_mtn320_dpbmc_tha_stu_001_03_a6ac7bd07d404124bcff9cb2bfebe604_master.png,https://hoangcau.com/products/mt-03,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
47,,XE TAY GA,Trắng,"40,000,000₫",N/A,HONDA,,LEAD,,,,,https://product.hstatic.net/200000281285/product/lead-do-caocap_cf5638217d8e48918fc050025002e33c_master.jpg,https://hoangcau.com/products/lead,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
48,,XE SỐ,Đen Nhám,"30,500,000₫",N/A,YAMAHA,,JUPITER,,,,,https://product.hstatic.net/200000281285/product/jupiter-fi_rc_-_do_den__0fad8424c58049eeaa00c16b3ff0974d_master.png,https://hoangcau.com/products/jupiter,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
49,,XE TAY GA,"Bạc, Xám (2022)","26,500,000₫",N/A,YAMAHA,,JANUS,,,,,https://product.hstatic.net/200000281285/product/4_12fce824bbd542a7bbbb500e6e7a6218_master.png,https://hoangcau.com/products/janus,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
50,,XE SỐ,_Xanh Đen_,"35,000,000₫",N/A,HONDA,,FUTURE,,,,,https://product.hstatic.net/200000281285/product/future125fi-xanh-tieuchuan-pdvd_9723284d29674ca48f65a998539fdd7f_master.jpg,https://hoangcau.com/products/future,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
51,,XE TAY GA,Đỏ Đen,"29,500,000₫",N/A,YAMAHA,,FREEGO,,,,,https://product.hstatic.net/200000281285/product/3_3f54b0f62f6a4733aa9eebd73d85ed60_master.png,https://hoangcau.com/products/freego,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
52,,XE CÔN TAY,Đỏ Nhám,"44,000,000₫",N/A,YAMAHA,,EXCITER 150,,,,,https://product.hstatic.net/200000281285/product/3_fa2f1f94663b4c8b86e6abecd597b9d9_master.png,https://hoangcau.com/products/exciter-150,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
53,,XE TAY GA,Đỏ Đen Bạc,"44,500,000₫",N/A,HONDA,,AIR BLADE 125,,,,,https://product.hstatic.net/200000281285/product/z6061721312134_4004c4195f4643c5ee84f03042203abb_6b4b0303588f430ca5bbfa763bd9a02b_master.jpg,https://hoangcau.com/products/air-blade-125,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
54,,XE TAY GA,Đen,"31,000,000₫",N/A,HONDA,,VISION,,,,,https://product.hstatic.net/200000281285/product/vision-do-caocap_862883ddc3f84651ab2d28c9941d2482_master.jpg,https://hoangcau.com/products/vision,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
55,,XE TAY GA,Đen,"38,300,000₫",N/A,YAMAHA,,LATTE,,,,,https://product.hstatic.net/200000281285/product/1_05ccb58ec16b461988a888657afcadcf_master.png,https://hoangcau.com/products/latte,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
56,,XE SỐ,Đen Xám (2021),"21,500,000₫",N/A,YAMAHA,,SIRIUS FI,,,,,https://product.hstatic.net/200000281285/product/sirius_fi-rc_moi_-_vanh_duc_do_den_749a70a03c3240d88095fa9cc959d369_master.png,https://hoangcau.com/products/sirius-fi,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
57,,XE SỐ,Đen,"19,000,000₫",N/A,YAMAHA,,SIRIUS,,,,,https://product.hstatic.net/200000281285/product/7_ff8dece7bca44819b3ad867811e9c7f9_master.png,https://hoangcau.com/products/sirius,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
58,,XE CÔN TAY,Trắng đỏ,"41,800,000₫",N/A,YAMAHA,,EXCITER 155 VVA,,,,,https://product.hstatic.net/200000281285/product/exciter_155_vva_phien_ban_tieu_chuan_mau_moi_-_2022_-_vang_den_511a7f94d65c488a86bca59fcb1d40fa_master.png,https://hoangcau.com/products/exciter-155-vva,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
59,,XE TAY GA,Đen (2023),"44,800,000₫",N/A,YAMAHA,,GRANDE BLUE CORE HYBRID,,,,,https://product.hstatic.net/200000281285/product/4_92b3aa98917b41aaba6d980c7ae54bdf_master.png,https://hoangcau.com/products/grande-blue-core-hybird,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
60,,XE TAY GA,N/A,"53,300,000₫",N/A,YAMAHA,,NVX 155 VVA THẾ HỆ II,,,,,https://product.hstatic.net/200000281285/product/8_8efdb6aafb19481cb781f66e5c8fa1f0_master.png,https://hoangcau.com/products/nvx-155-vva-the-he-ii,,N/A,hoangcau.com,active,2024-12-10 05:16:00.786659,N/A
